License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
1253114,FARM WINERY,302,FW,New York City,1,SUFFOLK,WHISPER VINEYARDS LLC,WHISPER VINEYARDS,"38355 MAIN ROAD, RTE 25",,PECONIC,NY,11958,920033,10/16/2012,10/1/2019,9/30/2022,41.03280669,-72.46419786,"(41.03280669, -72.46419786)"
1114345,FARM WINERY,302,FW,New York City,1,SUFFOLK,NOVEL CONTRACTING INC,THE OLD FIELD VINEYARDS,59600 MAIN RD,,SOUTHOLD,NY,11971,886616,12/13/2001,12/1/2016,11/30/2019,41.07195914,-72.41072851,"(41.07195914, -72.41072851)"
1120973,FARM WINERY,302,FW,New York City,1,SUFFOLK,DILIBERTO WINERY LLC,,260 MANOR LANE,,JAMESPORT,NY,11947,911021,2/21/2002,2/1/2019,1/31/2022,40.95744188,-72.58584208,"(40.95744188, -72.58584208)"
1192921,FARM WINERY,302,FW,New York City,1,SUFFOLK,FOUR CROWS INC,CROTEAUX,1450 SOUTH HARBOR ROAD,ROUTE 25 & BAYWATER AVENUE,SOUTHOLD,NY,11971,914009,5/2/2008,5/1/2019,4/30/2022,41.04495374,-72.43887656,"(41.04495374, -72.43887656)"
1180975,FARM WINERY,302,FW,New York City,1,SUFFOLK,HARBES FAMILY VINEYARD LLC,HARBES FAMILY WINERY,715 SOUND AVENUE,ALDRICH LANE & HERRICKS LANE,MATTITUCK,NY,11952,915024,7/3/2007,7/1/2019,6/30/2022,40.98584692,-72.57904499,"(40.98584692, -72.57904499)"
1280648,FARM WINERY,302,FW,New York City,1,SUFFOLK,CARPE VINO LLC,CARPE VINO,35 COX NECK RD,,MATTITUCK,NY,11952,892675,10/10/2014,10/1/2017,9/30/2020,40.98848,-72.55465,"(40.98848, -72.55465)"
1045819,FARM WINERY,302,FW,New York City,1,SUFFOLK,WOLFFER ESTATE VINEYARD INC,WOLFFER ESTATE VINEYARD,139 SAGG RD,,SAGAPONACK,NY,11962,875818,4/13/1992,4/1/2016,11/30/2019,40.94457831,-72.27877567,"(40.94457831, -72.27877567)"
1045812,FARM WINERY,302,FW,New York City,1,SUFFOLK,LAUREL LAKE VINEYARD LTD,,3165 MAIN RD RT 25,,LAUREL,NY,11948,919914,,9/1/2019,8/31/2022,40.97187067,-72.55797495,"(40.97187067, -72.55797495)"
1190485,FARM WINERY,302,FW,New York City,1,SUFFOLK,BROOKLYN OENOLOGY LLC,,35 COX NECK ROAD,ROUTE 48 & WESTPHALIA RD.,MATTITUCK,NY,11952,919254,7/10/2008,7/1/2019,6/30/2022,40.9885389,-72.55390546,"(40.9885389, -72.55390546)"
1307414,FARM WINERY,302,FW,New York City,1,SUFFOLK,POUR DECISIONS LLC,SHINN ESTATE VINEYARDS,2000 OREGON RD,,MATTITUCK,NY,11952,882666,3/23/2018,3/23/2018,2/28/2021,41.01537,-72.53201,"(41.01537, -72.53201)"
1106630,FARM WINERY,302,FW,New York City,1,SUFFOLK,CASTELLO DI BORGHESE LLC,HARGRAVE VINEYARDS,RTE 48 & ALVAHS LN,,CUTCHOGUE,NY,11935,914866,,6/1/2019,5/31/2022,0,0,"(0.0, 0.0)"
1189687,FARM WINERY,302,FW,New York City,1,SUFFOLK,EAST END VINEYARDS LLC,,1935 MAIN ROAD,MAIN ROAD AND HERRICKS RD,JAMESPORT,NY,11947,920131,10/4/2007,10/1/2019,9/30/2022,42.52558916,-79.1746259,"(42.52558916, -79.1746259)"
1252967,MICRO BREWER,101,MI,New York City,1,SUFFOLK,PORT JEFF BREWING COMPANY LLC,,22 MILL CREEK RD,,PORT JEFFERSON,NY,11777,907929,9/21/2011,9/1/2018,8/31/2019,40.94038328,-73.07003643,"(40.94038328, -73.07003643)"
1250158,MICRO BREWER,101,MI,New York City,1,SUFFOLK,LONG IRELAND BREWING COMPANY LLC,LONG IRELAND BEER COMPANY,817 PULASKI STREET,CLAUS AVE & MARCY AVENUE,RIVERHEAD,NY,11901,914204,4/19/2011,4/1/2019,3/31/2020,40.91998156,-72.67428596,"(40.91998156, -72.67428596)"
1254187,MICRO BREWER,101,MI,New York City,1,SUFFOLK,CROOKED LADDER BREWING COMPANY LLC,,70 W MAIN ST,ROANOKE & GRIFFING AVE,RIVERHEAD,NY,11901,918014,6/3/2013,6/1/2019,5/31/2020,40.91696414,-72.66333254,"(40.91696414, -72.66333254)"
1264748,MICRO BREWER,101,MI,New York City,1,SUFFOLK,BARRAGE BREWING COMPANY LLC,,32 ALLEN BLVD,UNIT E,FARMINGDALE,NY,11735,909847,12/28/2012,12/1/2018,11/30/2019,40.72764628,-73.45179987,"(40.72764628, -73.45179987)"
1198544,MICRO BREWER,101,MI,New York City,1,SUFFOLK,BLIND BAT BREWERY LLC,,420 HARRISON DR,COOLIDGE DR & PIERCE ST,CENTERPORT,NY,11721,919129,7/2/2008,7/1/2019,6/30/2020,40.89578578,-73.38076957,"(40.89578578, -73.38076957)"
1276776,MICRO BREWER,101,MI,New York City,1,SUFFOLK,SPIDER BITE BREWING CORPORATION,SPIDER BITE BEER COMPANY,920 LINCOLN AVE,UNIT 5,HOLBROOK,NY,11741,920030,10/20/2014,10/1/2019,9/30/2020,40.7727,-73.08457,"(40.7727, -73.08457)"
1280569,MICRO BREWER,101,MI,New York City,1,SUFFOLK,SAINT JAMES BREWERY LLC,,929 LINCOLN AVE UNIT 11,,HOLBROOK,NY,11741,908893,10/28/2014,10/4/2018,9/30/2019,40.77147,-73.08315,"(40.77147, -73.08315)"
1283472,MICRO BREWER,101,MI,New York City,1,SUFFOLK,"COW HARBOR BEER COMPANY LLC, THE",SAND CITY BREWING COMPANY,19 SCUDDER AVE,,NORTHPORT,NY,11768,891771,8/26/2015,8/1/2017,12/31/2020,40.89976,-73.35081,"(40.89976, -73.35081)"
1284958,MICRO BREWER,101,MI,New York City,1,SUFFOLK,MONTAUK BREWING COMPANY INC,MONTAUK BEER COMPANY,62 S ERIE AVE,,MONTAUK,NY,11954,918496,7/15/2015,7/1/2019,6/30/2020,41.03663,-71.94403,"(41.03663, -71.94403)"
1046249,MICRO BREWER,101,MI,New York City,1,SUFFOLK,HAVENS BREWERY LLC,BRICK HOUSE BREWERY,67 71 W MAIN STREET,,PATCHOGUE,NY,11772,914697,,5/1/2019,4/30/2020,40.76584505,-73.01681818,"(40.76584505, -73.01681818)"
1294795,MICRO BREWER,101,MI,New York City,1,SUFFOLK,MCSULLY ENTERPRISES INC,SOUTHAMPTON PUBLICK HOUSE,62 JOBS LANE,,SOUTHAMPTON,NY,11968,908841,10/27/2016,10/1/2018,9/30/2019,40.88316,-72.39145,"(40.88316, -72.39145)"
1298763,MICRO BREWER,101,MI,New York City,1,SUFFOLK,GREAT SOUTH BAY BREWERY CORP,GREAT SOUTH BAY BREWERY,25 DREXEL DR,,BAY SHORE,NY,11706,896067,1/12/2017,1/1/2019,12/31/2019,40.7611,-73.26348,"(40.7611, -73.26348)"
1316376,MICRO BREWER,101,MI,New York City,1,SUFFOLK,27A BREWING COMPANY LLC,,173 N WELLWOOD AVE,,LINDENHURST,NY,11757,917576,6/14/2019,6/14/2019,5/31/2020,40.6882,-73.37529,"(40.6882, -73.37529)"
1315730,MICRO BREWER,101,MI,New York City,1,SUFFOLK,DESTINATION UNKNOWN BEER COMPANY INC,,1 S CHICAGO AVE,UNIT C,BAY SHORE,NY,11706,999999,4/19/2019,4/19/2019,3/31/2020,40.7337,-73.22926,"(40.7337, -73.22926)"
1315741,MICRO BREWER,101,MI,New York City,1,SUFFOLK,HOPWINS INC,,1460 N CLINTON AVE,UNIT L,BAY SHORE,NY,11706,904071,4/19/2019,4/19/2019,3/31/2020,40.74467,-73.26645,"(40.74467, -73.26645)"
1315171,MICRO BREWER,101,MI,New York City,1,SUFFOLK,SECATOGUE BREWING LLC,SECATOGUE BREWING COMPANY,375 UNION BLVD,,WEST ISLIP,NY,11795,915525,3/19/2019,3/19/2019,2/28/2020,40.7072,-73.30288,"(40.7072, -73.30288)"
1046245,MICRO BREWER,101,MI,New York City,1,SUFFOLK,BLACK FOREST BREW HAUS LLC,,2015 NEW HGWY,,FARMINGDALE,NY,11735,919728,,8/1/2019,7/31/2020,40.75508723,-73.41480855,"(40.75508723, -73.41480855)"
1308995,MICRO BREWER,101,MI,New York City,1,SUFFOLK,MOUSTACHE BREWING CO LLC,,400 HALLET AVE,,RIVERHEAD,NY,11901,999999,3/26/2018,1/1/2019,12/31/2021,40.92048,-72.66815,"(40.92048, -72.66815)"
1309725,MICRO BREWER,101,MI,New York City,1,SUFFOLK,SMALL CRAFT BREWERY LLC,SMALL CRAFT BREWING COMPANY,66 MERRICK RD,,AMITYVILLE,NY,11701,999999,5/24/2018,6/1/2019,5/31/2022,40.7041,-73.79275,"(40.7041, -73.79275)"
1301265,MICRO BREWER,101,MI,New York City,1,SUFFOLK,HUNTINGTON BEER WORKS LLC,SIX HARBORS BREWING COMPANY,243 NEW YORK AVE,,HUNTINGTON,NY,11743,912475,2/2/2018,2/1/2019,1/31/2020,40.87496,-73.42531,"(40.87496, -73.42531)"
1301719,MICRO BREWER,101,MI,New York City,1,SUFFOLK,WESTHAMPTON BEACH BREWING COMPANY LLC,WESTHAMPTON BEACH BREWING COMPANY,220 ROGERS WAY,,WESTHAMPTON BEACH,NY,11978,913923,5/10/2018,5/1/2019,4/30/2020,0,0,"(0.0, 0.0)"
1304054,MICRO BREWER,101,MI,New York City,1,SUFFOLK,1940S BREWING COMPANY LLC,,1337 LINCOLN AVE,UNIT 1,HOLBROOK,NY,11741,919699,8/23/2017,8/1/2019,7/31/2020,40.78332,-73.08329,"(40.78332, -73.08329)"
1304803,MICRO BREWER,101,MI,New York City,1,SUFFOLK,"GREENPORT BREWING COMPANY LLC, THE",GREENPORT HARBOR BREWING COMPANY,42155 MAIN RD,,PECONIC,NY,11958,903408,11/9/2017,11/1/2018,10/31/2019,41.04194,-72.4536,"(41.04194, -72.4536)"
1304805,MICRO BREWER,101,MI,New York City,1,SUFFOLK,"GREENPORT BREWING COMPANY LLC, THE",GREENPORT HARBOR BREWING COMPANY,234 CARPENTER ST,,GREENPORT,NY,11944,908803,12/26/2017,12/1/2018,11/30/2019,41.10314,-72.35851,"(41.10314, -72.35851)"
1286496,RESTAURANT BREWER,210,MR,New York City,1,SUFFOLK,AMITY ALES INC,,192 BROADWAY,,AMITYVILLE,NY,11701,902945,8/6/2015,8/1/2018,7/31/2021,40.67879,-73.41775,"(40.67879, -73.41775)"
1286722,WINERY,301,DW,New York City,1,SUFFOLK,MEDWICK WINES LLC,MAIDEN & LIBERTY,35 COX NECK RD,,MATTITUCK,NY,11952,909047,11/5/2015,11/1/2018,10/31/2021,40.98854,-72.55391,"(40.98854, -72.55391)"
1284834,WINERY,301,DW,New York City,1,SUFFOLK,DEL VINO VINEYARDS INC,,29 NORWOOD RD,,NORTHPORT,NY,11768,902961,9/28/2015,9/1/2018,8/31/2021,40.9135,-73.32517,"(40.9135, -73.32517)"
1311249,WINERY,301,DW,New York City,1,SUFFOLK,HF RFM LLC,BEACON MEADERY,35 COX NECK RD,,MATTITUCK,NY,11952,910695,8/20/2018,1/17/2019,7/31/2021,40.98868,-72.55463,"(40.98868, -72.55463)"
1233906,WINERY,301,DW,New York City,1,SUFFOLK,L A WINERY CORP,,114 CAIN DR,WASHINGTON AVE & BRENTWOOD PKW,BRENTWOOD,NY,11717,912339,1/22/2010,1/1/2019,12/31/2021,40.80653971,-73.24820566,"(40.80653971, -73.24820566)"
1045583,WINERY,301,DW,New York City,1,SUFFOLK,PINDAR VINEYARDS LLC,,37645 STATE ROUTE 25,,PECONIC,NY,11958,914005,,4/1/2019,3/31/2022,41.03218921,-72.46561708,"(41.03218921, -72.46561708)"
1313584,WINERY,301,DW,New York City,1,SUFFOLK,PWG WINE COMPANY LLC,PREMIUM WINE GROUP,35 COX NECK RD,,MATTITUCK,NY,11952,903692,12/21/2018,12/21/2018,11/30/2021,40.98868,-72.55463,"(40.98868, -72.55463)"
1273178,WINERY,301,DW,New York City,1,SUFFOLK,DUCK WALK VINEYARDS INC,,231 MONTAUK HGWY,,WATER MILL,NY,11976,884952,11/5/2013,11/1/2016,10/31/2019,40.90269679,-72.36565353,"(40.90269679, -72.36565353)"
1273175,WINERY,301,DW,New York City,1,SUFFOLK,JASON'S VINEYARD'S INC,,1785 MAIN RD,,JAMESPORT,NY,11947,885903,11/5/2013,11/1/2016,10/31/2019,40.95266958,-72.57543902,"(40.95266958, -72.57543902)"
1277614,WINERY,301,DW,New York City,1,SUFFOLK,WOLFFER ESTATE VINEYARD INC,WOLFFER ESTATE,139 SAGG RD,,SAGAPONACK,NY,11962,891113,7/15/2014,7/1/2017,6/30/2020,40.94482,-72.27887,"(40.94482, -72.27887)"
1309722,WINERY,301,DW,New York City,1,SUFFOLK,W A MEADWERKS INC,,26 W HOFFMAN AVE,,LINDENHURST,NY,11757,898278,6/12/2018,6/12/2018,5/31/2021,40.68686,-73.37443,"(40.68686, -73.37443)"
1278258,WINERY,301,DW,New York City,1,SUFFOLK,FOGHAT CELLARS LLC,,35 COX NECK RD,,MATTITUCK,NY,11952,892040,7/16/2014,7/1/2017,6/30/2020,40.98848,-72.55465,"(40.98848, -72.55465)"
1304144,WINERY,301,DW,New York City,1,SUFFOLK,KWAW AMOS,OSON WINE,35 COX NECK RD,,MATTITUCK,NY,11952,894873,10/3/2017,10/3/2017,9/30/2020,40.98868,-72.55463,"(40.98868, -72.55463)"
1049117,WINERY / FARM WINERY RETAIL,305,WA,New York City,1,SUFFOLK,PINDAR VINEYARDS LLC,,117 MAIN STREET,,PORT JEFFERSON,NY,11777,914006,4/20/1999,4/1/2019,3/31/2022,40.94573481,-73.06832557,"(40.94573481, -73.06832557)"
2160677,"DISTILLER ""A-1""",206,DA,Albany,2,SULLIVAN,CATSKILL DISTILLING COMPANY LTD,,2037 ROUTE 17B,,BETHEL,NY,12720,883654,8/26/2010,8/1/2016,7/31/2019,41.68459888,-74.87443765,"(41.68459888, -74.87443765)"
2211965,"DISTILLER ""A-1""",206,DA,Albany,2,SULLIVAN,POMANSKYS DISTILLERY LLC,,23 DIANE BLVD,,WOODRIDGE,NY,12789,910617,12/12/2018,12/12/2018,11/30/2021,41.70992,-74.56424,"(41.70992, -74.56424)"
2188446,"DISTILLER ""A-1""",206,DA,Albany,2,SULLIVAN,PROHIBITION DISTILLERY LLC,PROHIBITION DISTILLERY LLC,10 UNION ST,,ROSCOE,NY,12776,913787,3/13/2013,3/6/2019,2/28/2022,41.93326914,-74.91368435,"(41.93326914, -74.91368435)"
2202209,"DISTILLER ""B-1""",205,DB,Albany,2,SULLIVAN,MOSES MESSINGER,TZETZOEINEE MOTEL REALTY,157 OLD WHITE LAKE TPKE,REAR BUILDING 2,SWAN LAKE,NY,12783,914691,5/19/2016,5/1/2019,4/30/2022,0,0,"(0.0, 0.0)"
2199288,FARM BREWER,106,FD,Albany,2,SULLIVAN,SHREWD FOX BREWERY LLC,,552 RTE 55,,ELDRED,NY,12732,918232,6/15/2015,6/1/2019,5/31/2020,41.52563,-74.88451,"(41.52563, -74.88451)"
2193516,FARM BREWER,106,FD,Albany,2,SULLIVAN,"ROSCOE NY BEER COMPANY LLC, THE",ROSCOE BEER COMPANY,145 ROCKLAND RD,,ROSCOE,NY,12776,918450,6/11/2014,6/1/2019,5/31/2020,41.94588815,-74.91261723,"(41.94588815, -74.91261723)"
2160678,"FARM DISTILLER ""D""",207,DD,Albany,2,SULLIVAN,CATSKILL DISTILLING COMPANY LTD,CATSKILL WHISKEY COMPANY,2037 ROUTE 17B,,BETHEL,NY,12786,883653,8/26/2010,8/1/2016,7/31/2019,41.68459888,-74.87443765,"(41.68459888, -74.87443765)"
2188449,"FARM DISTILLER ""D""",207,DD,Albany,2,SULLIVAN,PROHIBITION DISTILLERY LLC,PROHIBITION DISTILLERY,10 UNION ST,,ROSCOE,NY,12776,887633,3/13/2013,3/1/2017,2/29/2020,41.93326914,-74.91368435,"(41.93326914, -74.91368435)"
2136389,FARM WINERY,302,FW,Albany,2,SULLIVAN,BASHAKILL VINEYARDS LLC,,1131 SOUTH ROAD,,WURTSBORO,NY,12790,919410,9/26/2007,9/1/2019,8/31/2022,41.51467149,-74.53890551,"(41.51467149, -74.53890551)"
2180047,FARM WINERY,302,FW,Albany,2,SULLIVAN,AARON BURR CIDERY LLC,THE CIDERY,2251 STATE ROUTE 209,,WURTSBORO,NY,12790,885925,12/28/2011,12/1/2016,11/30/2019,41.53299976,-74.5386392,"(41.53299976, -74.5386392)"
2190750,MICRO BREWER,101,MI,Albany,2,SULLIVAN,CATSKILL BREWERY LLC,CATSKILL BREWERY,672 OLD STATE RTE 17,,LIVINGSTON MANOR,NY,12758,914620,5/15/2014,5/1/2019,4/30/2020,41.90653615,-74.82519882,"(41.90653615, -74.82519882)"
2198517,MICRO BREWER,101,MI,Albany,2,SULLIVAN,"ROSCOE NY BEER COMPANY LLC, THE",ROSCOE BEER COMPANY,145 ROCKLAND RD,,ROSCOE,NY,12776,912770,1/21/2016,1/22/2019,12/31/2019,41.9462,-74.9131,"(41.9462, -74.9131)"
3154034,FARM BREWER,106,FD,Buffalo,3,TIOGA,"FARMHOUSE BREWERY LLC, THE",THE FARMHOUSE BREWERY,2 WHIG ST,#A,NEWARK VALLEY,NY,13811,909789,1/7/2014,1/1/2019,12/31/2019,42.22466231,-76.18519921,"(42.22466231, -76.18519921)"
3159905,"FARM DISTILLER ""D""",207,DD,Buffalo,3,TIOGA,WATERMAN'S DISTILLERY LLC,,6172 STATE RTE 434,,APALACHIN,NY,13732,897725,1/2/2018,1/2/2018,12/31/2020,42.07845,-76.15908,"(42.07845, -76.15908)"
3154492,FARM WINERY,302,FW,Buffalo,3,TIOGA,GLEN PARK VINEYARDS LLC,,633 ALLEN GLEN RD,,OWEGO,NY,13827,887734,3/7/2014,3/1/2017,2/29/2020,42.12268,-76.25687,"(42.12268, -76.25687)"
3157651,FARM WINERY,302,FW,Buffalo,3,TIOGA,RICHFORD HILL WINERY LLC,,600 PAYNE MARSH RD,,RICHFORD,NY,13835,848598,1/20/2017,1/20/2017,12/31/2019,42.36393,-76.18513,"(42.36393, -76.18513)"
3156193,"DISTILLER ""A-1""",206,DA,Buffalo,3,TOMPKINS,SIX MILE ENTERPRISES LLC,SIX MILE CREEK VINEYARD,1551 SLATERVILLE RD,,ITHACA,NY,14850,901168,7/29/2015,7/1/2018,6/30/2021,42.41575,-76.45534,"(42.41575, -76.45534)"
3158626,FARM BREWER,106,FD,Buffalo,3,TOMPKINS,NORTHEAST PIZZA AND BEER LLC,SCALE HOUSE BREWERY,23C CINEMA DR,,ITHACA,NY,14850,914123,4/6/2017,4/1/2019,3/31/2020,42.4801,-76.47836,"(42.4801, -76.47836)"
3153568,FARM BREWER,106,FD,Buffalo,3,TOMPKINS,HOPSHIRE BREWERY LLC,HOPSHIRE FARM & BREWERY,1771 DRYDEN RD,,FREEVILLE,NY,13068,914663,6/25/2013,4/15/2019,5/31/2020,42.48171378,-76.3692873,"(42.48171378, -76.3692873)"
3159919,FARM BREWER,106,FD,Buffalo,3,TOMPKINS,SALT POINT BREWING COMPANY LLC,,2075 E SHORE DR,,LANSING,NY,14882,913223,3/20/2018,3/1/2019,2/29/2020,42.5375,-76.50586,"(42.5375, -76.50586)"
3158447,FARM BREWER,106,FD,Buffalo,3,TOMPKINS,LIQUID STATE BREWING COMPANY INC,,620 W GREEN ST,,ITHACA,NY,14850,908620,10/20/2017,10/1/2018,9/30/2019,42.43872,-76.50768,"(42.43872, -76.50768)"
3161707,FARM BREWER,106,FD,Buffalo,3,TOMPKINS,GARRETTS BREWING COMPANY INC,,1 W MAIN ST,,TRUMANSBURG,NY,14886,849438,12/27/2018,12/27/2018,11/30/2019,0,0,"(0.0, 0.0)"
3163223,FARM WINERY,302,FW,Buffalo,3,TOMPKINS,BET THE FARM INC,BET THE FARM,4204 KRUMS CORNERS RD,,TRUMANSBURG,NY,14886,915884,7/11/2019,7/11/2019,3/31/2022,42.50153,-76.57439,"(42.50153, -76.57439)"
3156195,FARM WINERY,302,FW,Buffalo,3,TOMPKINS,SIX MILE ENTERPRISES LLC,SIX MILE CREEK VINEYARD,1551 SLATERVILLE RD,,ITHACA,NY,14850,901169,7/29/2015,7/1/2018,6/30/2021,42.41575,-76.45534,"(42.41575, -76.45534)"
3157145,FARM WINERY,302,FW,Buffalo,3,TOMPKINS,SOUTH HILL CIDER LLC,SOUTH HILL CIDER,560 W KING RD,,ITHACA,NY,14850,892883,6/16/2016,9/1/2017,8/31/2020,42.39193,-76.52275,"(42.39193, -76.52275)"
3161706,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,GARRETTS BREWING COMPANY INC,,1 W MAIN ST,,TRUMANSBURG,NY,14886,849439,12/27/2018,12/27/2018,11/30/2019,0,0,"(0.0, 0.0)"
3158446,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,LIQUID STATE BREWING COMPANY INC,,620 W GREEN ST,,ITHACA,NY,14850,908621,10/20/2017,10/1/2018,9/30/2019,42.43872,-76.50768,"(42.43872, -76.50768)"
3152614,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,HOPSHIRE BREWERY LLC,HOPSHIRE FARM & BREWERY,1771 DRYDEN RD,,FREEVILLE,NY,13068,908536,11/15/2012,11/1/2018,10/31/2019,42.48171378,-76.3692873,"(42.48171378, -76.3692873)"
3151416,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,ITHACA BEER COMPANY INC,ITHACA BEER COMPANY,122 ITHACA BEER DR,,ITHACA,NY,14850,918436,8/16/2012,8/1/2019,7/31/2020,42.41607205,-76.53508089,"(42.41607205, -76.53508089)"
3146859,WINERY,301,DW,Buffalo,3,TOMPKINS,PORTS OF NEW YORK LLC,,815 TABER ST,,ITHACA,NY,14850,912734,4/16/2010,4/1/2019,3/31/2022,42.43845773,-76.5135085,"(42.43845773, -76.5135085)"
2126574,"DISTILLER ""A-1""",206,DA,Albany,2,ULSTER,TUTHILLTOWN SPIRITS LLC,,14 GRISTMILL LANE   PO BOX 320,,GARDINER,NY,12525,892901,8/16/2005,8/1/2017,7/31/2020,41.68762751,-74.17506834,"(41.68762751, -74.17506834)"
2205077,"DISTILLER ""A-1""",206,DA,Albany,2,ULSTER,STOUTRIDGE VINEYARD LLC,,10 ANN KALEY LN,,MARLBORO,NY,12542,886370,2/2/2017,2/2/2017,1/31/2020,41.61432,-73.98254,"(41.61432, -73.98254)"
2190920,"DISTILLER ""A-1""",206,DA,Albany,2,ULSTER,ALLIED WINE CORP,ARMON STROPKOV SPIRITS SILVER CLOUD SPIRITS,70 BERME RD,,ELLENVILLE,NY,12425,918287,6/6/2013,6/1/2019,5/31/2022,41.71618484,-74.38212933,"(41.71618484, -74.38212933)"
2212925,"DISTILLER ""A-1""",206,DA,Albany,2,ULSTER,PRINCE DISTILLERY LLC,,1519 RTE 9W,,MARLBORO,NY,12542,908492,11/20/2018,11/20/2018,10/31/2021,41.62322,-73.96452,"(41.62322, -73.96452)"
2212924,"DISTILLER ""B""",202,DB,Albany,2,ULSTER,PRINCE DISTILLERY LLC,,1519 RTE 9W,,MARLBORO,NY,12542,908491,11/20/2018,11/20/2018,10/31/2021,41.62322,-73.96452,"(41.62322, -73.96452)"
2203486,FARM BREWER,106,FD,Albany,2,ULSTER,WEED FARMS INC,WEED ORCHARDS BREWING COMPANY,43 MOUNT ZION RD,,MARLBORO,NY,12542,918976,7/25/2016,7/1/2019,6/30/2020,41.62363,-74.00094,"(41.62363, -74.00094)"
2206517,FARM BREWER,106,FD,Albany,2,ULSTER,GARDINER BREWING COMPANY LLC,,699 RTE 208,,GARDINER,NY,12525,919885,8/2/2017,8/1/2019,7/31/2020,41.66753,-74.13738,"(41.66753, -74.13738)"
2214173,FARM BREWER,106,FD,Albany,2,ULSTER,KINGSTON STANDARD LLC,KINGSTON STANDARD,22 JANSEN AVE,,KINGSTON,NY,12401,999999,3/7/2019,3/7/2019,2/28/2022,41.9267,-73.99286,"(41.9267, -73.99286)"
2212175,FARM BREWER,106,FD,Albany,2,ULSTER,HUDSON ALE WORKS LLC,,17 MILTON AVE,,HIGHLAND,NY,12528,999999,7/6/2018,7/6/2018,6/30/2020,41.71758,-73.9639,"(41.71758, -73.9639)"
2200080,FARM BREWER,106,FD,Albany,2,ULSTER,YARD OWL CRAFT BREWERY INC,,19 OSPREY LN,STE 1,GARDINER,NY,12525,909799,11/4/2015,11/2/2018,10/31/2019,41.69127,-74.14682,"(41.69127, -74.14682)"
2192192,FARM BREWER,106,FD,Albany,2,ULSTER,RB BREW LLC,,317 SPRINGTOWN RD,,NEW PALTZ,NY,12561,908830,12/19/2013,12/1/2018,11/30/2019,41.78947583,-74.0872299,"(41.78947583, -74.0872299)"
2207181,FARM BREWER,106,FD,Albany,2,ULSTER,WOODSTOCK LOCAL BREWING LLC,WOODSTOCK BREWING,5581 RTE 28,,PHOENICIA,NY,12464,898306,11/7/2017,6/20/2018,10/31/2020,42.06265,-74.30735,"(42.06265, -74.30735)"
2200393,FARM BREWER,106,FD,Albany,2,ULSTER,ARROWOOD FARMS LLC,,236 LOWER WHITFIELD RD,,ACCORD,NY,12404,911241,1/8/2016,1/1/2019,12/31/2019,41.80642,-74.24912,"(41.80642, -74.24912)"
2207747,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,COPPERSEA DISTILLING LLC,HIGHLAND SPIRITS,239 SPRINGTOWN RD,,NEW PALTZ,NY,12561,918588,5/12/2017,8/1/2019,7/31/2022,41.77907,-74.08962,"(41.77907, -74.08962)"
2199786,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,GARDINER LIQUID MERCANTILE LLC,,273 STATE RT 208,AKA 271 STATE RT 208,NEW PALTZ,NY,12561,918566,7/1/2015,7/1/2019,6/30/2022,0,0,"(0.0, 0.0)"
2205078,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,STOUTRIDGE VINEYARD LLC,,10 ANN KALEY LN,,MARLBORO,NY,12542,886369,2/2/2017,2/2/2017,1/31/2020,41.61432,-73.98254,"(41.61432, -73.98254)"
2136687,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,MAGNANINI FARM WINERY INC,,172 STRAWRIDGE RD,RTE 300 & RTE 52 OFF PLAINS RD,WALLKILL,NY,12589,889501,4/21/2008,4/1/2017,3/31/2020,41.59729174,-74.14999912,"(41.59729174, -74.14999912)"
2209742,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,QUEEN CITY FARM DISTILLERY INC,QUEEN CITY FARM DISTILLERY,25 CLARKS LN,,MILTON,NY,12547,898126,4/13/2018,4/13/2018,3/31/2021,41.65433,-73.97647,"(41.65433, -73.97647)"
2169206,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,TUTHILLTOWN SPIRITS LLC,,14 GRIST MILL LANE,ALBANY POST & TUTHILLTOWN RD,GARDINER,NY,12525,880994,9/13/2011,9/1/2016,8/31/2019,41.68762751,-74.17506834,"(41.68762751, -74.17506834)"
2208599,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,ARKADY ALEKSANDRYANTS,ARKADIYA DISTILLERY,714 ULSTER HEIGHTS RD,,ELLENVILLE,NY,12428,894741,8/25/2017,8/25/2017,7/31/2020,41.7513,-74.4403,"(41.7513, -74.4403)"
